name,ingredients
Tofu Tenders,"nonstick cooking spray, 14 oz extra firm tofu (395 g), 1 block, drained, 1 teaspoon salt, plus more to taste, divided, ½ teaspoon pepper, plus more to taste, divided, ½ cup all-purpose flour (60 g), 1 tablespoon cornstarch, ½ cup milk (120 mL), of choice, 1 teaspoon apple cider vinegar, 1 teaspoon dijon mustard, ½ cup bread crumbs (55 g), 1 teaspoon garlic powder, 1 teaspoon paprika, 1 teaspoon onion powder, 1 tablespoon nutritional yeast, 1 teaspoon ground cumin, ¼ teaspoon cayenne, olive oil, for brushing, honey mustard dipping sauce, for serving"
Gourmet 4-Ingredient Chocolate Mousse,"5 oz dark chocolate (140 g), chopped, 4 large eggs, separated, 2 tablespoons sugar, divided, ¼ cup water (60 mL), whipped cream, cocoa powder"
Neapolitan Macarons,"1 ⅓ cups almond meal (130 g), super fine, 1 ¾ cups powdered sugar (210 g), 4 egg whites, cold, ½ cup sugar (100 g), 2 teaspoons cocoa powder, 2 teaspoons raspberry jam, strained, ¼ teaspoon red food coloring, 1 cup white chocolate chip (175 g), melted, 4 oz cream cheese (115 g)"
Stuffed French Toast Pockets,"8 slices white bread, 2 eggs, 2 tablespoons milk, 2 teaspoons vanilla extract, ¼ teaspoon cinnamon, 4 oz cream cheese (115 g), ¼ cup honey (85 g), ¼ teaspoon cinnamon, powdered sugar, syrup"
Strawberry Cheesecake French Toast Roll,"16 oz cream cheese (455 g), room temperature, 1 cup powdered sugar (120 g), plus more for serving, 1 teaspoon vanilla extract, 10 slices brioche bread, 4 eggs, divided, 16 oz strawberry (455 g), chopped, ⅓ cup milk (80 mL), 2 teaspoons granulated sugar, 1 teaspoon cinnamon, maple syrup, for serving, ⅓ cup powdered sugar (40 g), for serving"
Vegan Fettuccine Alfredo Pasta,"2 medium white potatoes, ¼ white onion, 1 tablespoon italian seasoning, blend of basil, oregano, rosemary, thyme, and black pepper, 1 teaspoon lemon juice, 2 cloves garlic, 1 teaspoon salt, 12 oz fettuccine pasta (340 g), ½ cup raw cashew (115 g), 1 teaspoon nutritional yeast, optional, ¼ teaspoon truffle oil, optional"
Hasselback Apple,"1 apple, peeled and cored, 1 tablespoon butter, melted, 1 tablespoon brown sugar, ½ teaspoon cinnamon, ½ tablespoon butter, frozen, 3 tablespoons flour, 1 tablespoon sugar, ice cream, for topping"
Pesto Quinoa With White Beans,"2 cups fresh basil (80 g), packed, 2 cups fresh arugula (40 g), packed, ⅓ cup olive oil (80 mL), plus 1 tablespoon, divided, ⅓ cup walnuts (30 g), 1 tablespoon lemon juice, ¾ teaspoon salt, plus more to taste, 2 cloves garlic, quartered, ¼ teaspoon pepper, plus more to taste, 2 tablespoons water, 1 medium zucchini, sliced, 15 oz white bean (425 g), 1 can, drained and rinsed, ¾ cup sun-dried tomato (40 g), ¼ cup pine nuts (30 g), 3 ½ cups quinoa (595 g), cooked"
Banana Bread Bundt Cake,"nonstick cooking spray, for greasing, 5 ripe bananas, 3 large eggs, ¾ cup nonfat greek yogurt (215 g), ½ cup honey (170 g), 1 ½ teaspoons vanilla extract, 2 ¼ cups whole wheat flour (290 g), 1 ½ teaspoons baking soda, 1 cup walnuts (100 g), roughly chopped, plus more for topping, 2 cups powdered sugar (240 g), 2 tablespoons plain nonfat greek yogurt"
Popcorn Tofu Nuggets,"¾ cup vegan mayonnaise (180 g), ¾ cup bread crumbs (85 g), 2 tablespoons nutritional yeast, 1 teaspoon paprika, 1 teaspoon garlic powder, 14 oz tofu (395 g)"
Vegan Pulled Jackfruit,"20 oz young green jackfruit (565 g), 2 cans, in brine or water, 1 tablespoon olive oil, ½ yellow onion, sliced, 3 cloves garlic, minced, 1 teaspoon chili powder, 1 teaspoon paprika, 1 teaspoon cumin, 1 teaspoon liquid smoke, 1 teaspoon salt, 1 teaspoon pepper, 1 cup vegetable stock (240 mL), ¾ cup vegan bbq sauce (215 g), red onion, sliced, to serve, tomato, sliced, to serve, lettuce, to serve, 4 buns burger bun, to serve"
Spicy White Bean Chili,"1 yellow onion, chopped, 2 tablespoons olive oil, 4 cloves garlic, finely minced, 2 teaspoons ground cumin, ¼ teaspoon ground cloves, 1 ½ teaspoons dried oregano, ½ teaspoon cayenne pepper, 1 cup canned mild green chiles (230 g), 1 can great northern beans, drained, 3 cups vegetable broth (720 g), 1 teaspoon salt, or to taste, ½ teaspoon black pepper, 2 tablespoons finely chopped fresh parsley"
Chocolate And Strawberry Tart,"3 cups chocolate cookie (300 g), 1 cup butter (100 g), melted, 1 cup double cream (250 mL), 2 cups dark chocolate (300 g), 1 cup strawberry (200 g), dark chocolate, melted, white chocolate, melted, powdered sugar, to serve"
Simple Shakshuka,"olive oil, drizzle, 1 cup diced yellow onion (150 g), 1 diced orange bell pepper, salt, to taste, pepper, to taste, ½ teaspoon cumin, ½ teaspoon paprika, 3 cloves garlic, chopped, 28 oz canned crushed tomatoes (795 g), 1 bay leaf, 1 ½ cups fresh baby kale (100 g), 4 large eggs, ¼ cup crumbled feta cheese (25 g), toasted bread, for serving"
Ratatouille Salad,"olive oil, as needed, 1 large eggplant, or 2 small, cubed, kosher salt, to taste, freshly ground black pepper, to taste, 1 red bell pepper, seeded and chopped, yellow bell pepper, seeded and chopped, 1 small white onion, chopped, 2 cloves garlic, minced, 1 yellow squash, sliced, 1 zucchini, sliced, 1 tablespoon chopped fresh thyme leaves, 3 roma tomatoes, diced, ½ lemon, juiced, 1 cup dry white quinoa (170 g), rinsed, 2 ½ cups water (600 mL), 1 tablespoon chopped fresh basil"
Huevos Rancheros-ish Bake,"1 cup vegetable oil (240 mL), 5 corn tortillas, 4 cut in half, 14 oz canned black beans (395 g), drained and rinsed, 1 cup mexican blend cheese (100 g), 1 ½ cups pico de gallo (300 g), 6 large eggs, ½ cup red enchilada sauce (120 mL), fresh cilantro leaf, crumbled cotija cheese, 1 cup cream mexicana (230 g), or sour cream"
One-Tray Pesto Pasta,"2 cups pasta (200 g), cooked al dente, 1 cup cherry tomato (200 g), halved, ¾ cup pesto (190 g), 1 teaspoon salt, 1 teaspoon pepper, parmesan cheese, optional"
BBQ Popcorn,"2 teaspoons smoked paprika, ½ teaspoon chili powder, 1 teaspoon garlic powder, 1 teaspoon onion powder, 1 teaspoon kosher salt, 2 tablespoons brown sugar, 3 tablespoons olive oil, 1 ½ tablespoons coconut oil, ⅓ cup yellow popcorn kernals (55 g)"
Lentil “Meatballs”,"2 tablespoons olive oil, plus 1 tsp, divided, 3 cloves garlic, minced, 1 shallot, minced, 1 ½ cups green lentil (300 g), cooked, 1 egg, 1 tablespoon tomato paste, ¼ cup fresh italian parsley (10 g), chopped, ⅓ cup grated parmesan cheese (35 g), 1 tablespoon whole wheat breadcrumbs, 1 ½ tablespoons italian seasoning, salt, to taste, pepper, to taste"
Hash Brown Breakfast Cups,"20 oz frozen shredded hash brown (565 g), thawed, 1 ¼ cups shredded cheddar cheese (125 g), shredded, 1 tablespoon olive oil, 12 eggs, salt, to taste, pepper, to taste"
Layered Strawberry Cream Puff Cake (Mille-Feuille),"1 sheet puff pastry, thawed, 3 teaspoons sugar, 2 egg yolks, ⅓ cup sugar (65 g), 2 tablespoons cornstarch, 1 teaspoon vanilla extract, 1 cup milk (240 mL), 6 strawberries, sliced"
The Best Cheesy Garlic Bread Ever,"½ stick butter, softened, ⅓ cup fresh parsley (15 g), finely chopped, ⅓ cup green onions (50 g), sliced, ⅓ cup fresh oregano (15 g), minced, 5 cloves garlic, minced, ½ cup shredded cheddar cheese (50 g), ½ cup fresh mozzarella cheese (60 g), chopped, ½ cup shredded parmesan cheese (50 g), 1 baguette, 8-inch (20-cm) piece"
Cheesy Cloud Chips,"4 egg whites, 1 teaspoon garlic powder, 2 teaspoons parsley, salt, to taste, pepper, to taste, ½ cup shredded cheese blend (50 g)"
Chocolate Banana Braid,"2 ripe bananas, peeled and sliced, 1 sheet puff pastry, thawed, ¼ cup chocolate  hazelnut spread (75 g), 1 egg, beaten"
Banana Matcha Smoothie,"1 banana, sliced, 1 tablespoon matcha powder, plus more for serving, 1 cup almond milk (240 mL), 1 cup fresh spinach (40 g), 2 cups ice (480 g)"
Mexican-Style Street Corn,"3 ears corn, hulled, 3 wooden skewers, ¼ cup melted butter (55 g), ½ cup mayonnaise (120 g), 2 cups cotija cheese (225 g), 3 teaspoons chili powder"
Stuffed Shells,"1 teaspoon kosher salt, plus more for boiling, 1 package jumbo shell, 1 tablespoon olive oil, plus more for greasing, 3 cloves garlic, minced, 4 cups fresh spinach (160 g), packed, 1 container ricotta cheese, 10 large eggs, 1 cup finely grated parmesan cheese (125 g), 1 teaspoon freshly ground black pepper, ½ teaspoon red pepper flakes, 3 cups marinara sauce (720 g), divided, 1 cup shredded mozzarella cheese (100 g), fresh basil leaf, for garnish"
Sweet Potato Black Bean Hash,"4 tablespoons olive oil, 3 cups sweet potato (600 g), diced, about 2 large potatoes, ½ yellow onion, diced, 1 red bell pepper, sliced, salt, to taste, pepper, to taste, ½ tablespoon paprika, 1 teaspoon cumin, 2 cups spinach (80 g), 15 oz black beans (425 g), 1 can"
Tropical Green Protein Smoothie,"1 ½ cups coconut milk (360 mL), 1 cup fresh spinach (50 g), 1 scoop vanilla protein powder, 1 ½ cups mango (250 g), diced and frozen, 1 ½ cups pineapple (130 g), diced and frozen"
Creamy Vegan “Cheesy” Broccoli Soup,"½ cup cashews (65 g), soaked, 1 tablespoon olive oil, 1 onion, chopped, 2 potatoes, cubed, 3 carrots, sliced, 3 cloves garlic, minced, salt, to taste, 6 cups vegetable broth (1.4 L), divided, ½ cup nutritional yeast (70 g), 1 teaspoon paprika, 1 teaspoon pepper, 1 head broccoli, florets roasted or steamed"
Dairy-Free Lavender Lemon Scones,"1 lemon, ½ cup almond milk (120 mL), plus 1-2 teaspoons, 2 ½ cups whole wheat pastry flour (240 g), plus more for dusting, ½ cup organic cane sugar (100 g), 1 tablespoon baking powder, ½ teaspoon salt, 2 tablespoons poppy seeds, 1 tablespoon food-grade lavender, ½ cup coconut oil (100 g), solid, 1 large egg, 1 cup powdered sugar (120 g)"
Asparagus And Mushroom Pesto Spaghetti Squash,"1 spaghetti squash, 2 tablespoons olive oil, 1 teaspoon salt, 1 teaspoon pepper, 2 cups fresh basil (80 g), ½ cup extra virgin olive oil (120 mL), divided, ½ cup vegetarian parmesan cheese (55 g), grated, 2 cloves garlic, ¼ cup pine nuts (35 g), ½ teaspoon salt, 1 tablespoon oil, 1 lb mushroom (455 g), sliced, 1 cup asparagus (125 g), cut in half, 1 tablespoon garlic, minced, 1 teaspoon salt, 1 teaspoon pepper"
Gluten-Free Pancake And Waffle Mix,"1 ½ cups gluten-free oats (150 g), 1 cup milk (240 mL), 1 large egg, 1 teaspoon vanilla extract, ½ teaspoon baking powder, salt, to taste, maple syrup, assorted fruit, powdered sugar"
Eggplant & Hummus Burger,"15 oz chickpeas (425 g), 2 cans, drained and rinsed, 3 cloves garlic, ¼ cup olive oil (60 mL), plus more for serving, 1 lemon, juiced, 2 tablespoons tahini sauce, 1 teaspoon ground cumin, salt, to taste, 1 eggplant, ¼ cup olive oil (60 mL), 1 teaspoon paprika, ½ teaspoon garlic powder, ½ teaspoon red pepper flakes, ½ teaspoon salt, ½ teaspoon pepper, 2 hamburger buns, lettuce, to serve, red onion, sliced, to serve"
4-Ingredient Gluten-Free Dough Breadsticks,"1 cup full-fat greek yogurt (285 g), 2 cups gluten-free flour blend (250 g), plus more for flouring, 2 teaspoons baking powder, salt, as desired, 2 tablespoons oil, 1 tablespoon italian seasoning"
Pulled Eggplant BBQ,"3 medium eggplants, 1 teaspoon cumin, ½ teaspoon chili powder, 1 teaspoon garlic powder, 1 teaspoon paprika, 1 teaspoon smoked paprika, ½ teaspoon cayenne pepper, 1 tablespoon brown sugar, 1 teaspoon salt, 1 teaspoon pepper, 1 ½ cups vegetarian barbecue sauce (435 g), 6 buns, coleslaw, for serving, optional"
Fall Harvest Buddha Bowl With Kale Pesto Dressing,"1 cup fresh basil leaves (40 g), ⅓ cup pine nuts (40 g), 2 cloves garlic, ½ cup olive oil (120 mL), 1 cup kale (100 g), stemmed, 1 cup shredded parmesan cheese (100 g), salt, to taste, pepper, to taste, 1 cup diced butternut squash (205 g), 1 cup diced beets (200 g), ⅓ cup olive oil (80 mL), kosher salt, to taste, freshly ground black pepper, to taste, 7 oz extra-firm tofu (200 g), sliced into squares, 2 cups cauliflower florets (600 g), 2 cups broccoli florets (300 g), 3 cups kale (300 g), stemmed, 1 cup cooked quinoa (170 g)"
5-Ingredient Zucchini Noodles With Spicy Peanut Sauce,"½ cup peanut butter (120 g), chunky, 1 tablespoon siracha, to taste, plus more for serving, ½ lime, juiced, ¼ cup water (60 mL), 4 medium zucchinis, or 2 large, 4 green onions, chopped, light and dark parts divided, kosher salt, to taste"
After School Loaded Apple Slices,"1 apple, peanut butter, to taste, granola, to taste, 1 cup dark chocolate chips (175 g), optional"
Healthy Chocolate Chip Peanut Butter Frozen Yogurt,"3 bananas, frozen, sliced, 1 cup greek yogurt (285 g), 1 cup peanut butter (240 g), ½ cup mini dark chocolate chips (175 g)"
Sourdough Bread For Beginners,"1 ⅔ cups warm water (400 g), plus 1 tablespoon, divided, plus more for dipping, ½ cup Tasty's mature active (100 g), 3 cups bread flour (400 g), or all-purpose flour, plus more for dusting, ⅔ cup whole wheat flour (100 g), or all-purpose flour, 1 tablespoon kosher salt, plus ¼ teaspoon, food scale, or measuring cups, bench scraper, proofing basket, or medium bowl lined with cotton towel, dutcch oven, or cast iron pan or combo cooker or loaf pan, sharp paring knife of bread lame"
Loaded Summer Cauliflower Salad,"1 head cauliflower, cut into florets, olive oil, kosher salt, freshly ground black pepper, 3 hard-boiled eggs, peeled, 6 slices bacon, cooked, ¼ cup shredded cheddar cheese (25 g), 2 scallions, thinly sliced, plus more for garnish, 1 tablespoon French's yellow mustard, ⅔ cup mayonnaise (160 g), 2 tablespoons lemon juice, ½ teaspoon garlic powder, ¼ teaspoon paprika, ½ teaspoon freshly ground black pepper, 1 teaspoon kosher salt"
No-Bake Breakfast Bars,"½ cup honey (170 g), ¼ cup peanut butter (60 g), 3 cups toasted oat cereal (150 g), 1 cup yogurt chip (245 g), save 1/2 cup (120 g) for melting, ½ cup unsalted toasted almonds (70 g), chopped, ½ cup dried cranberries (65 g), 1 teaspoon coconut oil, optional"
Healthier Brownie Bites,"2 cups flour (250 g), 1 teaspoon baking powder, ½ cup cocoa powder (60 g), 2 eggs, 1 tablespoon vanilla, ½ cup honey (170 g), ½ cup greek yogurt (140 g), 1 banana, 1 avocado, 2 cups fresh spinach (80 g), ½ cup chocolate chips (85 g)"
General Tso’s Tempeh,"16 oz tempeh (455 g), ¼ cup cornstarch (30 g), 1 teaspoon paprika, 4 cloves garlic, sliced, divided, 4 teaspoons ginger, grated, divided, 2 tablespoons sesame oil, divided, 2 tablespoons rice wine, 4 tablespoons soy sauce, divided, ¼ cup oil (60 mL), ½ teaspoon red pepper flakes, 1 tablespoon tomato paste, ¼ cup vegetable broth (60 mL), 1 tablespoon rice vinegar, 1 tablespoon honey, sesame seed, optional, to garnish, 1 tablespoon cornstarch, 2 tablespoons water"
Portuguese Custard Tarts,"1 ⅓ cups caster sugar (270 g), ½ cup water (160 mL), 1 stick cinammon sticks, 1 cup milk (250 mL), ½ cup double cream (150 mL), 5 egg yolks, 1 egg, 2 tablespoons vanilla extract, ¼ cup corn flour (30 g), 18 oz puff pastry (500 g)"
Flourless Dark Chocolate Orange Cake,"8 oz dark chocolate (225 g), cut into chunks, 6 tablespoons unsalted butter, cubed, 6 egg yolks, 2 tablespoons orange zest, 6 egg whites, ½ cup sugar (100 g), 1 cup heavy cream (240 mL), 1 teaspoon orange extract, 2 tablespoons powdered sugar"
Crunchy Thai Salad,"1 tablespoon peanut butter, 1 tablespoon soy sauce, ½ teaspoon  sriracha, ½ cup cabbage (50 g), chopped, ½ cup broccoli floret (75 g), broken up, ½ red bell pepper, chopped, ½ cup fresh chives (20 g), chopped, ½ cup carrot (55 g), shredded, ¼ cup peanuts (30 g), chopped, 1 cup lettuce (75 g)"
Crispy Spiced Chickpeas,"2 cups canned chickpea (400 g), drained, rinsed and dried, 2 tablespoons olive oil, 1 clove garlic, minced, ¼ teaspoon red pepper flakes, ¼ teaspoon black ground pepper, ½ teaspoon kosher salt"
Tropical Fruit Salad,"2 oranges, peeled and halved, 12 oz fresh strawberry  (340 g), quartered, 2 mangoes, chopped, 4 kiwis, peeled and chopped, or sliced, 3 tablespoons lime juice, 1 tablespoon maple syrup"
Roasted Butternut Squash Soup,"2 butternut squashes, peeled, seeded and cut into 2 in (5 cm) cubes, 4 tablespoons olive oil, divided, 2 ½ teaspoons kosher salt, divided, 4 tablespoons unsalted butter, divided, 1 large white onion, diced, 4 cloves garlic, minced, 1 tablespoon fresh sage, chopped, 1 cup dry white wine (240 mL), 8 cups vegetable broth (1.9 L), ½ cup heavy cream (120 mL), plus more for serving, ½ cup walnuts (50 g), toasted, 8 teaspoons chive oil, for serving, 2 cups ice (280 g), 8 cups water (1.9 L), divided, ½ oz fresh chives (15 g), ¾ cup neutral oil (180 mL)"
Potato Salad Worthy Of The Cookout,"5 lb yukon gold potato (2 kg), 6 hard-boiled eggs, 2 stalks celery, finely chopped, ½ cup sweet onion (75 g), 1 cup sweet relish (100 g), 1 cup dill relish (100 g), ½ cup mayonnaise (120 g), ½ cup miracle whip (120 g), 2 tablespoons hot sauce, ⅓ cup dijon mustard (80 g), ¼ cup inglehoffer stone ground mustard (60 g), 4 teaspoons Chicken/Vegetable Bouillon, ½ tablespoon garlic powder, 1 teaspoon celery seed, salt, pepper, paprika, fresh chive"
Banana Bread Chocolate Cheesecake Swiss Roll,"2 ripe bananas, 2 large eggs, 1 teaspoon vanilla, 1 cup granulated sugar (200 g), 1 ½ cups flour (185 g), 1 teaspoon baking powder, ½ teaspoon baking soda, ¼ teaspoon salt, nonstick cooking spray, for greasing, powdered sugar, for dusting, 8 oz packages of cream cheese (225 g), softened, ½ cup granulated sugar (100 g), 1 teaspoon vanilla, 2 tablespoons milk, 1 cup semi-sweet chocolate chips (175 g), melted, whipped cream, for decorating, chocolate bar, for decorating"
The Best Ever Vegan Mac ‘N’ Cheese,"1 cup raw cashews (130 g), warm water, for soaking cashews, 1 head garlic, 5 tablespoons olive oil, divided, 3 cups cold water (720 mL), 1 ¼ cups panko breadcrumbs (60 g), ½ teaspoon paprika, 3 teaspoons kosher salt, divided, 2 tablespoons vegan butter, 3 cloves garlic, minced, 3 tablespoons all-purpose flour, 3 tablespoons nutritional yeast, 2 teaspoons apple cider vinegar, ¼ teaspoon ground turmeric, ¾ teaspoon freshly ground black pepper, 3 cups elbow pasta (600 g)"
Lighter Fettuccine Alfredo,"2 small heads broccoli, cut into florets, ¼ cup olive oil (60 mL), ½ teaspoon cayenne pepper, ½ teaspoon garlic powder, kosher salt, to taste, freshly ground black pepper, to taste, 1 lb dried fettuccine pasta (455 g), 1 cup hummus (240 g), 1 lemon, zested, 1 lemon, juiced, 2 tablespoons unsalted butter, ¾ cup grated parmesan cheese (80 g), ¼ cup chopped fresh basil (10 g), plus more for serving, ¼ cup finely chopped fresh parsley (10 g), plus more for serving, 1 pinch red pepper flakes"
Sheet Pan Party Quesadilla 4 Ways,"1 tablespoon olive oil, 1 medium yellow onion, diced, 1 clove garlic, minced, 1 medium tomato, diced, 1 ½ lb cremini mushroom (680 g), diced, ½ tablespoon chili powder, ½ teaspoon smoked paprika, 1 teaspoon ground cumin, ½ teaspoon pepper, ½ teaspoon salt, ½ lime, juiced, 1 tablespoon fresh cilantro, chopped, 1 tablespoon olive oil, ½ medium yellow onion, sliced, 1 red bell pepper, seeded and sliced, 1 green bell pepper, seeded and sliced, ½ lime, juiced, 1 teaspoon paprika, ½ teaspoon cumin, ½ teaspoon salt, ½ teaspoon pepper, 1 tablespoon olive oil, 1 medium yellow onion, diced, 1 clove garlic, minced, 1 red bell pepper, diced, 2 cups tofu (500 g), cubed, ½ teaspoon smoked paprika, ½ tablespoon chili powder, 1 teaspoon ground cumin, 1 ½ tablespoons soy sauce, ½ lime, juiced, 1 tablespoon fresh cilantro, chopped, 1 tablespoon olive oil, 1 medium yellow onion, diced, 1 clove garlic, 1 tomato, diced, 15 oz corn (425 g), 1 can, 15 oz black beans (425 g), 1 can, 1 teaspoon paprika, 1 teaspoon chili powder, 1 teaspoon ground cumin, ½ teaspoon salt, ½ teaspoon pepper, nonstick cooking spray, 8 large flour tortillas, 3 cups shredded cheddar cheese (300 g), 3 cups shredded monterey jack cheese (300 g), sour cream, for serving, salsa, for serving"
Pull-Apart Holiday Monkey Bread,"nonstick cooking spray, for greasing, 1 lb brie cheese (455 g), cubed, 32 oz biscuit dough (905 g), 2 cans, 1 teaspoon fresh thyme, 1 teaspoon fresh rosemary, 14 oz cranberry sauce (395 mg)"
Pumpkin Mac ‘n’ Cheese,"2 ¼ cups pumpkin (500 g), or squash, chopped, 2 tablespoons oil, 1 teaspoon salt, 1 teaspoon pepper, 1 teaspoon dried sage, ⅓ cup butter (40 g), ⅓ cup flour (40 g), 2 ½ cups milk (600 mL), ¼ teaspoon ground nutmeg, 1 teaspoon garlic powder, 1 teaspoon pepper, 2 cups cheddar cheese (200 g), ¼ cup parmesan cheese (25 g), 2 ½ cups macaroni pasta (250 g), cooked and drained, ½ cup cheddar cheese (50 g), ½ cup mozzarella cheese (50 g), ¼ cup parmesan cheese (25 g)"
Zucchini Almond Bread,"8 oz crushed pineapple (225 g), 1 can, with juice, 3 eggs, 1 cup vegetable oil (240 mL), or oil of your choice, 1 cup sugar (200 g), 1 cup brown sugar (220 g), 2 cups zucchini (300 g), grated, 3 teaspoons vanilla, 3 cups flour (375 g), 1 teaspoon salt, 1 teaspoon baking soda, 3 teaspoons cinnamon, ½ teaspoon nutmeg, 1 cup chopped almond (100 g), thinly sliced almond, for topping, ¼ tablespoon vanilla, ½ cup powdered sugar (80 g), 1 tablespoon milk"
Veggie And Cheese Breakfast In A Mug,"1 slice bread, 1 egg, 2 tablespoons milk, 1 pinch cheddar cheese, salt, to taste, pepper, to taste, 1 small handful fresh spinach, red pepper, diced, tomato, diced"
Vegan Lasagna,"28 oz tofu (795 g), 2 tablespoons lemon juice, 3 tablespoons nutritional yeast, ¼ cup fresh basil (10 g), 3 cloves garlic, 1 teaspoon pepper, 1 teaspoon salt, 2 cups walnuts (200 g), 3 cloves garlic, 2 tablespoons oil, 1 teaspoon liquid smoke, 1 tablespoon soy sauce, 1 teaspoon smoked paprika, 1 teaspoon dried oregano, 1 teaspoon dried rosemary, 1 teaspoon pepper, 2 lb cremini mushroom (907 g), 1 onion, diced, 1 jar tomato sauce, 1 box lasagna noodle"
Rainbow Veggie Salad,"1 large head romain lettuce, chopped, 1 cup cherry tomatoes, halved, 1 cup carrot, shredded, 1 yellow bell pepper, diced, 1 cucumber, sliced & halved, ½ red onion, diced, 3 tablespoons red wine vinegar, 3 tablespoons honey, 3 tablespoons dijon mustard, 1 tablespoon dried oregano, 1 garlic clove, minced, 3 tablespoons olive oil, salt, to taste, pepper, to taste"
Elote (Mexican Street Corn),"3 ears corn, shucked, 1 tablespoon canola oil, ⅓ cup mayonnaise (80 g), ⅓ cup sour cream (80 g), ½ lime, juiced, 1 teaspoon chipotle powder, ¼ cup cotija cheese (30 g), fresh cilantro, to taste"
Spinach Pesto Pasta Bake,"3 cups fresh spinach (120 g), 1 cup fresh basil (40 g), ¾ cup pine nuts (100 g), ¼ cup parmesan cheese (25 g), 3 cloves garlic, salt, to taste, ¼ cup lemon juice (60 mL), ½ cup olive oil (120 mL), 1 box whole wheat pasta, prepared, 2 cups cherry tomato (400 g), halved, ½ cup mozzarella cheese (50 g)"
French Toast For Two,"¼ cup all purpose flour (30 g), 2 tablespoons granulated sugar, 2 tablespoons dark brown sugar, lightly packed, ¼ teaspoon kosher salt, ½ teaspoon ground cinnamon, 3 tablespoons unsalted butter, cubed and chilled, ¼ cup walnuts (25 g), chopped, 2 large eggs, ¼ cup whole milk (60 mL), ¼ cup heavy cream (60 mL), 1 teaspoon vanilla extract, 2 tablespoons dark brown sugar, lightly packed, ½ teaspoon ground cinnamon, ¼ teaspoon freshly grated nutmeg, ½ teaspoon kosher salt, 4 slices brioche bread, 3/4 in (2 cm), 2 tablespoons unsalted butter, ¼ cup maple syrup (85 g)"
Cinnamon Swirl Banana Bread,"2 large eggs, ½ cup granulated sugar (100 g), ½ cup light brown sugar (100 g), ½ cup Chobani® Vanilla Blended Greek Yogurt (125 g), 2 ripe bananas, mashed, 2 tablespoons unsalted butter, melted, 1 ½ cups all purpose flour (190 g), ½ teaspoon kosher salt, ¾ teaspoon baking powder, ¾ teaspoon baking soda, 1 ½ teaspoons ground cinnamon, ¼ teaspoon ground nutmeg, ½ cup walnuts (55 g), chopped, nonstick cooking spray, for greasing, ¼ cup granulated sugar (25 g), 1 teaspoon ground cinnamon"
Spinach Artichoke Pull-Apart Bread,"2 sheets puff pastry, thawed, 8 oz cream cheese (225 g), softened, 14 oz artichoke heart (400 g), 1 can, drained and chopped, ¾ cup fresh spinach (30 g), cooked and drained of excess water, or frozen and thawed, ¼ cup sour cream (60 g), ½ cup grated parmesan cheese (55 g), ½ cup shredded mozzarella cheese (60 g), 2 teaspoons garlic powder, 1 teaspoon salt, 1 teaspoon pepper, ½ teaspoon red pepper flakes, 1 egg, beaten"
Butternut Squash Fries,"1 butternut squash, 1 tablespoon olive oil, 1 tablespoon dried rosemary, salt, to taste, pepper, to taste"
Dulce De Leche Swirled Banana Bread,"2 cups all-purpose flour (250 g), 1 teaspoon baking soda, 1 teaspoon cinnamon, ½ teaspoon salt, 1 ½ cups ripe banana (450 g), ¼ cup butter (55 g), room temperature, ¾ cup sugar (150 g), 2 eggs, ⅓ cup plain greek yogurt (95 g), 3 tablespoons dulce de leche"
Hash-Brown Waffles,"1 ½ lb russet potato (680 g), peeled, ¾ cup shredded sharp cheddar cheese (75 g), ½ cup French Crispy Fried Onions (50 g), 2 teaspoons salt, 1 teaspoon McCormick® black pepper, pure ground, 2 eggs, whisked, scallion, sliced, for garnish"
Spicy Peanut Ramen,"1 package instant ramen, prepared, 1 tablespoon creamy peanut butter, 2 teaspoons  sriracha, 1 teaspoon sesame oil, 1 tablespoon roasted peanut, chopped, 1 tablespoon fresh cilantro, chopped, 3 slices jalapeño, 1 wedge lime"
Crunchy Chili Chickpeas,"nonstick cooking spray, for greasing, 15 oz chickpeas (425 g), 1 can, 1 tablespoon olive oil, ¼ teaspoon chili powder, ¼ teaspoon garlic powder, ¼ teaspoon kosher salt"
Garlic and Herb Mashed Cauliflower,"2 heads cauliflower, 2 tablespoons olive oil, 3 cloves garlic, chopped, ½ cup sour cream (120 g), ½ cup fresh chives (20 g), chopped, ¼ cup fresh parsley (10 g), 1 teaspoon salt, 1 teaspoon pepper"
Chocolate Cheesecake Pudding Cups,"3 chocolate pudding cups, 1 cup semisweet chocolate (175 g), 2 teaspoons coconut oil, 8 oz cream cheese (225 g), softened, ¼ cup sugar (50 g), 1 teaspoon vanilla extract, peanut, crushed, caramel, ½ cup cookies (50 g), crushed, strawberry, sliced"
Roasted Veggie Skewers,"¼ cup olive oil (60 mL), 2 tablespoons lemon juice, 1 tablespoon dried oregano, 1 teaspoon salt, 1 teaspoon pepper, 2 zucchinis, sliced into rounds, 3 cups cremini mushroom (225 g), 2 medium red onions, cut into 1-inch pieces, 2 red bell peppers, cut into 1-inch pieces, 2 yellow bell peppers, cut into 1-inch pieces, 8 skewers bamboo skewer, soaked in water for 20 minutes"
